State,OCC_CODE,Occupation_title,OCC_GROUP,Total_employment,Location_quotient,Annual_mean_wage,Annual_Median_wage,Annual_Top10
Florida,25-1054,"Physics Teachers, Postsecondary",detailed,500,0.6,"102,910","93,700","158,110"
Florida,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,150,0.44,"96,330","91,830","144,880"
Florida,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,260,0.48,"120,220","98,860",#
Florida,25-1063,"Economics Teachers, Postsecondary",detailed,300,0.39,"116,590","99,310","192,360"
Florida,25-1064,"Geography Teachers, Postsecondary",detailed,80,0.33,"112,830","103,130","161,910"
Florida,25-1065,"Political Science Teachers, Postsecondary",detailed,290,0.3,"98,830","89,970","153,340"
Florida,25-1066,"Psychology Teachers, Postsecondary",detailed,"1,400",0.63,"88,550","81,510","135,050"
Florida,25-1067,"Sociology Teachers, Postsecondary",detailed,360,0.42,"92,560","89,550","139,340"
Florida,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,910,1.16,"71,800","69,200","101,890"
Florida,25-1071,"Health Specialties Teachers, Postsecondary",detailed,"9,090",0.83,"120,890","92,600",#
Florida,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"2,590",0.79,"77,680","73,840","110,670"
Florida,25-1081,"Education Teachers, Postsecondary",detailed,"2,140",0.62,"82,740","77,580","126,710"
Florida,25-1082,"Library Science Teachers, Postsecondary",detailed,50,0.19,"115,970","103,120","186,050"
Florida,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"1,060",1.23,"69,910","64,680","102,300"
Florida,25-1112,"Law Teachers, Postsecondary",detailed,660,0.7,"136,770","110,740",#
Florida,25-1113,"Social Work Teachers, Postsecondary",detailed,330,0.47,"90,530","81,450","140,710"
Florida,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"3,220",0.55,"88,290","76,410","134,590"
Florida,25-1122,"Communications Teachers, Postsecondary",detailed,"1,280",0.77,"81,650","81,410","118,330"
Florida,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"2,590",0.62,"71,980","67,530","101,100"
Florida,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,660,0.39,"83,960","81,930","118,130"
Florida,25-1125,"History Teachers, Postsecondary",detailed,440,0.34,"83,200","81,090","124,820"
Florida,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,560,0.41,"79,460","72,830","127,610"
Florida,25-1191,Graduate Teaching Assistants,detailed,"11,450",1.45,*,*,*
Florida,25-1192,"Home Economics Teachers, Postsecondary",detailed,90,0.51,"88,990","87,000","109,480"
Florida,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,350,0.34,"76,440","68,620","122,210"
Florida,25-1194,"Vocational Education Teachers, Postsecondary",detailed,"6,010",0.88,"59,950","56,320","94,780"
Florida,25-1199,"Postsecondary Teachers, All Other",detailed,"16,100",1.41,"62,550","60,400","96,440"
Florida,25-2011,"Preschool Teachers, Except Special Education",detailed,"19,160",0.85,"27,480","24,540","42,750"
Florida,25-2012,"Kindergarten Teachers, Except Special Education",detailed,"11,490",1.3,"46,410","45,850","62,710"
Florida,25-2021,"Elementary School Teachers, Except Special Education",detailed,"73,190",0.9,"47,610","46,420","62,980"
Florida,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"31,880",0.87,"48,840","47,150","64,000"
Florida,25-2023,"Career/Technical Education Teachers, Middle School",detailed,380,0.51,"54,330","50,620","77,630"
Florida,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"44,070",0.75,"51,610","49,550","69,550"
Florida,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"8,090",1.72,"49,970","48,830","72,790"
Florida,25-2051,"Special Education Teachers, Preschool",detailed,"3,080",1.87,"48,380","46,830","63,880"
Florida,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"4,500",0.4,"51,620","49,830","69,670"
Florida,25-2053,"Special Education Teachers, Middle School",detailed,"2,000",0.38,"51,320","49,010","70,520"
Florida,25-2054,"Special Education Teachers, Secondary School",detailed,"2,240",0.29,"50,450","47,950","69,180"
Florida,25-2059,"Special Education Teachers, All Other",detailed,"14,630",6.22,"51,180","48,560","68,040"
Florida,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,"2,260",0.66,"54,050","49,050","75,190"
Florida,25-3021,Self-Enrichment Education Teachers,detailed,"13,060",0.97,"37,020","31,420","62,840"
Florida,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,"20,290",1.18,"40,940","36,680","67,980"
Florida,25-3098,Substitute Teachers,detailed,"17,400",0.49,"25,390","23,820","34,460"
Florida,25-4011,Archivists,detailed,160,0.49,"51,230","50,430","71,090"
Florida,25-4012,Curators,detailed,360,0.54,"57,710","51,810","89,040"
Florida,25-4013,Museum Technicians and Conservators,detailed,280,0.44,"41,230","38,820","59,010"
Florida,25-4021,Librarians,detailed,"5,970",0.79,"57,790","55,390","81,910"
Florida,25-4031,Library Technicians,detailed,"2,410",0.44,"34,850","33,860","47,870"
Florida,25-9021,Farm and Home Management Advisors,detailed,600,1.18,"44,650","42,080","73,800"
Florida,25-9031,Instructional Coordinators,detailed,"9,820",1.14,"57,210","54,340","86,920"
Florida,25-9041,Teacher Assistants,detailed,"44,150",0.6,"24,490","23,190","32,760"
Florida,25-9099,"Education, Training, and Library Workers, All Other",detailed,"10,500",1.78,"59,820","56,670","95,260"
Florida,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"97,120",0.87,"50,660","43,420","85,510"
Florida,27-1011,Art Directors,detailed,"1,120",0.53,"81,230","77,000","124,710"
Florida,27-1012,Craft Artists,detailed,250,0.84,"36,710","29,190","55,680"
Florida,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,580,0.87,"44,980","38,210","76,640"
Florida,27-1014,Multimedia Artists and Animators,detailed,"1,370",0.78,"56,200","53,730","83,310"
Florida,27-1019,"Artists and Related Workers, All Other",detailed,210,0.5,"65,560","58,760","99,620"
Florida,27-1021,Commercial and Industrial Designers,detailed,770,0.41,"62,600","61,990","87,500"
Florida,27-1022,Fashion Designers,detailed,470,0.42,"54,790","51,930","88,400"
Florida,27-1023,Floral Designers,detailed,"2,260",0.88,"26,750","25,250","35,900"
Florida,27-1024,Graphic Designers,detailed,"12,500",1.01,"45,950","43,020","68,850"
Florida,27-1025,Interior Designers,detailed,"4,730",1.52,"49,090","43,540","80,510"
Florida,27-1026,Merchandise Displayers and Window Trimmers,detailed,"8,490",1.26,"31,170","27,230","49,990"
Florida,27-1027,Set and Exhibit Designers,detailed,280,0.39,*,*,*
Florida,27-1029,"Designers, All Other",detailed,440,1.03,"39,740","37,210","71,210"
Florida,27-2011,Actors,detailed,790,0.28,*,*,*
Florida,27-2012,Producers and Directors,detailed,"5,960",0.89,"75,220","62,760","128,030"
Florida,27-2021,Athletes and Sports Competitors,detailed,"1,340",2.22,"66,410","47,610","132,940"
Florida,27-2022,Coaches and Scouts,detailed,"7,030",0.52,"51,580","40,700","93,070"
Florida,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,670,0.61,"42,700","36,070","71,330"
Florida,27-2031,Dancers,detailed,**,**,*,*,*
Florida,27-2032,Choreographers,detailed,110,0.35,"55,280","54,580","92,480"
Florida,27-2041,Music Directors and Composers,detailed,690,0.64,"64,110","52,500","137,860"
Florida,27-2042,Musicians and Singers,detailed,"1,740",0.74,*,*,*
Florida,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,"2,410",3.13,*,*,*
Florida,27-3011,Radio and Television Announcers,detailed,"1,670",0.98,"47,660","27,370","99,140"
Florida,27-3012,Public Address System and Other Announcers,detailed,450,0.95,"34,470","26,980","63,910"
Florida,27-3021,Broadcast News Analysts,detailed,430,1.44,*,*,*
Florida,27-3022,Reporters and Correspondents,detailed,"2,270",0.97,"44,090","38,420","72,410"
Florida,27-3031,Public Relations Specialists,detailed,"11,210",0.84,"60,120","54,550","93,160"
Florida,27-3041,Editors,detailed,"4,340",0.76,"66,200","57,020","104,180"
Florida,27-3042,Technical Writers,detailed,"2,250",0.77,"63,460","61,540","92,870"
Florida,27-3043,Writers and Authors,detailed,"1,830",0.7,"54,810","51,080","87,450"
Florida,27-3091,Interpreters and Translators,detailed,"2,770",0.92,"42,170","35,090","78,860"
Florida,27-3099,"Media and Communication Workers, All Other",detailed,"2,130",1.56,"41,090","37,780","72,430"
Florida,27-4011,Audio and Video Equipment Technicians,detailed,"4,250",1.04,"40,760","36,390","63,450"
Florida,27-4012,Broadcast Technicians,detailed,"1,970",1.11,"39,860","36,180","67,730"
Florida,27-4014,Sound Engineering Technicians,detailed,570,0.65,"41,210","35,370","63,840"
Florida,27-4021,Photographers,detailed,"3,680",1.29,"42,710","34,060","86,450"
Florida,27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,880,0.69,"52,360","47,570","83,700"
Florida,27-4032,Film and Video Editors,detailed,"1,380",0.79,"45,950","42,230","75,580"
Florida,27-4099,"Media and Communication Equipment Workers, All Other",detailed,560,0.51,"79,030","79,780","109,070"
Florida,29-0000,Healthcare Practitioners and Technical Occupations,major,"512,580",1.05,"74,820","59,410","129,050"
Florida,29-1011,Chiropractors,detailed,"2,070",1.07,"90,760","63,070","174,320"
Florida,29-1021,"Dentists, General",detailed,"5,900",0.95,"166,180","138,360",#
Florida,29-1022,Oral and Maxillofacial Surgeons,detailed,**,**,#,#,#
Florida,29-1023,Orthodontists,detailed,510,1.67,"228,080",#,#
Florida,29-1024,Prosthodontists,detailed,**,**,"142,410","120,990",#
Florida,29-1029,"Dentists, All Other Specialists",detailed,310,0.97,"230,660",#,#
Florida,29-1031,Dietitians and Nutritionists,detailed,"2,950",0.82,"57,430","56,310","80,800"
Florida,29-1041,Optometrists,detailed,"1,940",0.91,"110,650","87,560",#
Florida,29-1051,Pharmacists,detailed,"21,490",1.2,"118,300","120,260","152,720"
Florida,29-1061,Anesthesiologists,detailed,"2,020",1.14,"274,210",#,#
Florida,29-1062,Family and General Practitioners,detailed,"10,030",1.39,"203,410","192,960",#
Florida,29-1063,"Internists, General",detailed,"2,320",0.87,"211,870","202,890",#
Florida,29-1064,Obstetricians and Gynecologists,detailed,"1,670",1.44,"252,000",#,#
Florida,29-1065,"Pediatricians, General",detailed,"1,410",0.9,"191,470","165,320",#
Florida,29-1066,Psychiatrists,detailed,920,0.64,"181,080","184,130",#
Florida,29-1067,Surgeons,detailed,"1,670",0.69,"255,010",#,#
Florida,29-1069,"Physicians and Surgeons, All Other",detailed,"19,770",1,"219,010",#,#
Florida,29-1071,Physician Assistants,detailed,"5,290",0.87,"103,200","99,010","146,720"
Florida,29-1081,Podiatrists,detailed,820,1.44,"125,890","110,610",#
Florida,29-1122,Occupational Therapists,detailed,"6,140",0.89,"84,150","84,990","110,150"
Florida,29-1123,Physical Therapists,detailed,"12,480",0.98,"86,520","85,520","121,330"
Florida,29-1124,Radiation Therapists,detailed,"1,190",1.17,"97,710","82,360","185,790"
Florida,29-1125,Recreational Therapists,detailed,580,0.55,"52,710","51,410","73,570"
Florida,29-1126,Respiratory Therapists,detailed,"8,590",1.16,"56,200","56,040","71,710"
Florida,29-1127,Speech-Language Pathologists,detailed,"7,260",0.91,"78,740","77,350","106,110"
Florida,29-1128,Exercise Physiologists,detailed,510,1.27,"47,720","46,410","67,230"
Florida,29-1129,"Therapists, All Other",detailed,690,1.03,"62,920","59,750","84,140"
Florida,29-1131,Veterinarians,detailed,"3,610",0.91,"105,920","94,590","166,240"
Florida,29-1141,Registered Nurses,detailed,"174,710",1.04,"64,630","62,720","83,390"
Florida,29-1151,Nurse Anesthetists,detailed,"2,030",0.87,"163,370","147,410",#
Florida,29-1161,Nurse Midwives,detailed,260,0.71,"93,830","93,040","115,960"
Florida,29-1171,Nurse Practitioners,detailed,"8,940",1.02,"95,650","94,190","123,900"
Florida,29-1181,Audiologists,detailed,670,0.93,"72,110","72,470","100,620"
Florida,29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,"2,920",1.37,"66,520","65,410","96,290"
Florida,29-2011,Medical and Clinical Laboratory Technologists,detailed,"10,150",1.04,"60,960","59,870","79,380"
Florida,29-2012,Medical and Clinical Laboratory Technicians,detailed,"7,070",0.75,"38,080","35,360","56,060"
Florida,29-2021,Dental Hygienists,detailed,"11,010",0.92,"62,990","64,870","80,240"
Florida,29-2031,Cardiovascular Technologists and Technicians,detailed,"4,270",1.36,"50,240","51,030","77,160"
Florida,29-2032,Diagnostic Medical Sonographers,detailed,"5,120",1.33,"62,650","61,920","80,140"
Florida,29-2033,Nuclear Medicine Technologists,detailed,"1,660",1.44,"71,330","71,050","94,580"
Florida,29-2034,Radiologic Technologists,detailed,"12,750",1.08,"52,960","53,080","73,580"
Florida,29-2035,Magnetic Resonance Imaging Technologists,detailed,"3,480",1.66,"64,710","64,220","80,940"
Florida,29-2041,Emergency Medical Technicians and Paramedics,detailed,"10,330",0.72,"31,750","30,070","45,700"
Florida,29-2051,Dietetic Technicians,detailed,"1,140",0.6,"28,120","25,670","38,930"
Florida,29-2052,Pharmacy Technicians,detailed,"27,660",1.19,"30,630","30,130","39,790"
Florida,29-2053,Psychiatric Technicians,detailed,"9,060",2.51,"27,610","27,170","35,880"
Florida,29-2054,Respiratory Therapy Technicians,detailed,490,0.79,"49,470","48,360","66,500"
Florida,29-2055,Surgical Technologists,detailed,"6,940",1.12,"42,350","42,320","55,110"
Florida,29-2056,Veterinary Technologists and Technicians,detailed,"8,510",1.46,"31,800","30,970","40,200"
Florida,29-2057,Ophthalmic Medical Technicians,detailed,"3,290",1.28,"36,400","35,870","48,680"
Florida,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,"44,820",1.09,"42,960","42,630","55,180"
Florida,29-2071,Medical Records and Health Information Technicians,detailed,"10,600",0.9,"40,810","37,500","63,270"
Florida,29-2081,"Opticians, Dispensing",detailed,"4,930",1.12,"37,620","36,680","50,920"
Florida,29-2091,Orthotists and Prosthetists,detailed,320,0.74,"62,190","63,200","98,640"
Florida,29-2092,Hearing Aid Specialists,detailed,640,1.63,"50,990","45,630","79,500"
Florida,29-2099,"Health Technologists and Technicians, All Other",detailed,"10,600",1.48,"40,340","35,690","61,990"
Florida,29-9011,Occupational Health and Safety Specialists,detailed,"2,230",0.5,"67,880","66,110","98,110"
Florida,29-9012,Occupational Health and Safety Technicians,detailed,510,0.53,"45,950","40,860","70,290"
Florida,29-9091,Athletic Trainers,detailed,"1,150",0.82,"45,740","44,860","61,890"
Florida,29-9092,Genetic Counselors,detailed,100,0.63,"72,770","73,750","106,360"
Florida,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,"1,720",0.82,"48,440","38,810","93,150"
Florida,31-0000,Healthcare Support Occupations,major,"235,950",1,"29,630","27,120","41,790"
Florida,31-1011,Home Health Aides,detailed,"25,560",0.54,"23,410","22,560","30,340"
Florida,31-1013,Psychiatric Aides,detailed,"1,760",0.45,"23,890","23,260","30,110"
Florida,31-1014,Nursing Assistants,detailed,"90,890",1.08,"25,230","24,460","31,500"
Florida,31-1015,Orderlies,detailed,"2,730",0.88,"23,450","22,670","30,490"
Florida,31-2011,Occupational Therapy Assistants,detailed,"2,280",1.02,"61,670","62,560","79,130"
Florida,31-2012,Occupational Therapy Aides,detailed,70,0.17,"48,560","47,650","76,650"
Florida,31-2021,Physical Therapist Assistants,detailed,"5,340",1.06,"62,730","61,630","81,190"
Florida,31-2022,Physical Therapist Aides,detailed,"2,480",0.85,"25,860","25,320","31,220"
Florida,31-9011,Massage Therapists,detailed,"8,220",1.46,"43,310","38,390","69,980"
Florida,31-9091,Dental Assistants,detailed,"17,970",0.94,"37,420","36,580","50,870"
Florida,31-9092,Medical Assistants,detailed,"50,550",1.38,"31,080","30,340","39,920"
Florida,31-9093,Medical Equipment Preparers,detailed,"3,860",1.25,"30,160","29,090","39,600"
Florida,31-9094,Medical Transcriptionists,detailed,"5,300",1.67,"34,070","34,020","48,820"
Florida,31-9095,Pharmacy Aides,detailed,"2,290",1.07,"27,480","23,770","41,050"
Florida,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"4,870",1.04,"25,280","23,620","35,810"
Florida,31-9097,Phlebotomists,detailed,"7,570",1.07,"30,100","29,400","38,920"
Florida,31-9099,"Healthcare Support Workers, All Other",detailed,"4,200",0.76,"33,430","32,850","49,370"
Florida,33-0000,Protective Service Occupations,major,"233,250",1.18,"40,310","34,520","72,530"
Florida,33-1011,First-Line Supervisors of Correctional Officers,detailed,"1,910",0.76,"62,190","54,920","96,930"
Florida,33-1012,First-Line Supervisors of Police and Detectives,detailed,"3,930",0.67,"92,660","89,830","136,100"
Florida,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,"2,970",0.89,"83,930","82,150","118,400"
Florida,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,"5,250",1.23,"46,500","45,590","69,190"
Florida,33-2011,Firefighters,detailed,"24,250",1.31,"50,780","48,650","77,330"
Florida,33-2021,Fire Inspectors and Investigators,detailed,810,1.17,"63,220","61,210","92,960"
Florida,33-3011,Bailiffs,detailed,"1,240",1.19,"47,290","44,650","65,490"
Florida,33-3012,Correctional Officers and Jailers,detailed,"32,930",1.3,"42,360","37,830","62,950"
Florida,33-3021,Detectives and Criminal Investigators,detailed,"6,130",1,"75,680","64,070","130,200"
Florida,33-3041,Parking Enforcement Workers,detailed,490,0.93,"43,110","40,600","62,970"
Florida,33-3051,Police and Sheriff's Patrol Officers,detailed,"39,020",1.01,"57,160","54,640","81,670"
Florida,33-9011,Animal Control Workers,detailed,540,0.71,"35,610","34,490","48,930"
Florida,33-9021,Private Detectives and Investigators,detailed,"3,550",2.13,"47,450","46,160","66,670"
Florida,33-9031,Gaming Surveillance Officers and Gaming Investigators,detailed,400,0.65,"31,970","31,180","42,590"
Florida,33-9032,Security Guards,detailed,"85,510",1.32,"23,810","22,280","31,450"
Florida,33-9091,Crossing Guards,detailed,"4,190",0.98,"24,200","23,290","30,740"
Florida,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"7,630",0.9,"24,740","22,520","35,400"
Florida,33-9093,Transportation Security Screeners,detailed,"5,090",2.03,"38,950","38,560","46,920"
Florida,33-9099,"Protective Service Workers, All Other",detailed,"7,410",0.94,"33,520","31,190","47,960"
Florida,35-0000,Food Preparation and Serving Related Occupations,major,"908,330",1.19,"24,860","20,360","37,690"
Florida,35-1011,Chefs and Head Cooks,detailed,"8,240",1.05,"56,570","52,690","88,480"
Florida,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"62,790",1.18,"36,800","33,790","58,340"
Florida,35-2011,"Cooks, Fast Food",detailed,"11,160",0.37,"21,120","19,810","26,610"
Florida,35-2012,"Cooks, Institution and Cafeteria",detailed,"12,950",0.54,"26,720","25,550","36,060"
Florida,35-2014,"Cooks, Restaurant",detailed,"101,520",1.42,"26,190","25,270","35,400"
Florida,35-2015,"Cooks, Short Order",detailed,"6,550",0.61,"24,340","22,980","34,100"
Florida,35-2019,"Cooks, All Other",detailed,"1,360",1.49,"27,740","24,830","41,840"
Florida,35-2021,Food Preparation Workers,detailed,"58,490",1.17,"22,950","21,790","30,360"
Florida,35-3011,Bartenders,detailed,"42,510",1.2,"29,330","21,490","46,530"
Florida,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,"228,350",1.14,"20,050","19,060","24,330"
Florida,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,"37,770",1.29,"20,280","19,170","24,710"
Florida,35-3031,Waiters and Waitresses,detailed,"217,790",1.45,"26,860","20,190","44,680"
Florida,35-3041,"Food Servers, Nonrestaurant",detailed,"13,840",0.9,"22,610","19,720","31,650"
Florida,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"34,940",1.41,"22,180","19,260","30,080"
Florida,35-9021,Dishwashers,detailed,"36,330",1.22,"20,680","19,720","24,890"
Florida,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"28,930",1.22,"21,690","19,830","28,780"
Florida,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,"4,830",1.4,"25,160","21,710","40,320"
Florida,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"322,780",1.25,"24,880","22,560","35,170"
Florida,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"10,090",1.07,"38,110","34,400","59,910"
Florida,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"9,430",1.56,"46,470","40,860","73,360"
Florida,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"121,760",0.96,"23,140","21,330","30,800"
Florida,37-2012,Maids and Housekeeping Cleaners,detailed,"82,510",1.52,"21,830","20,830","28,270"
Florida,37-2019,"Building Cleaning Workers, All Other",detailed,"1,000",1.14,"27,390","25,580","37,890"
Florida,37-2021,Pest Control Workers,detailed,"10,530",2.47,"31,050","29,260","46,260"
Florida,37-3011,Landscaping and Groundskeeping Workers,detailed,"82,520",1.55,"25,220","23,650","34,820"
Florida,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,"2,610",1.76,"33,610","32,070","47,550"
Florida,37-3013,Tree Trimmers and Pruners,detailed,"1,790",0.75,"28,540","26,990","39,790"
Florida,37-3019,"Grounds Maintenance Workers, All Other",detailed,540,0.61,"31,330","27,810","51,150"
Florida,39-0000,Personal Care and Service Occupations,major,"237,940",0.9,"26,270","22,110","40,860"
Florida,39-1011,Gaming Supervisors,detailed,490,0.38,"50,660","46,840","78,040"
Florida,39-1012,Slot Supervisors,detailed,320,0.71,"36,230","36,050","52,460"
Florida,39-1021,First-Line Supervisors of Personal Service Workers,detailed,"12,190",1.09,"41,270","37,730","63,250"
Florida,39-2011,Animal Trainers,detailed,"1,250",1.57,"39,600","28,270","83,060"
Florida,39-2021,Nonfarm Animal Caretakers,detailed,"11,830",1.08,"23,930","21,720","34,360"
Florida,39-3011,Gaming Dealers,detailed,"3,540",0.64,"23,780","19,030","41,810"
Florida,39-3012,Gaming and Sports Book Writers and Runners,detailed,**,**,"26,240","23,070","39,800"
Florida,39-3019,"Gaming Service Workers, All Other",detailed,**,**,"23,820","21,190","31,310"
Florida,39-3021,Motion Picture Projectionists,detailed,910,2.84,"23,060","21,660","30,560"
Florida,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"7,810",1.13,"19,740","18,840","23,860"
Florida,39-3091,Amusement and Recreation Attendants,detailed,"32,270",1.92,"21,720","20,050","27,850"
Florida,39-3092,Costume Attendants,detailed,**,**,"36,750","38,270","49,320"
Florida,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,"1,310",1.24,"25,600","23,940","34,410"
Florida,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,970,1.14,"26,600","24,650","36,770"
Florida,39-4011,Embalmers,detailed,150,0.69,"42,460","43,510","51,550"
Florida,39-4021,Funeral Attendants,detailed,"2,570",1.23,"26,570","24,870","38,060"
Florida,39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,"1,580",1.04,"56,610","53,050","81,390"
Florida,39-5011,Barbers,detailed,**,**,"24,000","18,780","38,140"
Florida,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"24,620",1.19,"30,480","23,830","54,490"
Florida,39-5091,"Makeup Artists, Theatrical and Performance",detailed,120,0.58,"46,100","42,730","79,220"
Florida,39-5092,Manicurists and Pedicurists,detailed,"3,130",0.59,"28,900","25,450","46,300"
Florida,39-5093,Shampooers,detailed,"1,020",1.15,"21,690","21,370","27,100"
Florida,39-5094,Skincare Specialists,detailed,"2,860",1.11,"33,500","28,960","56,200"
Florida,39-6011,Baggage Porters and Bellhops,detailed,"10,800",4.12,"23,740","20,140","31,450"
Florida,39-6012,Concierges,detailed,"4,760",2.54,"26,390","24,920","35,860"
Florida,39-7011,Tour Guides and Escorts,detailed,"1,790",0.79,"26,620","24,380","37,560"
Florida,39-7012,Travel Guides,detailed,70,0.38,"34,300","34,390","49,460"
Florida,39-9011,Childcare Workers,detailed,"35,760",1.07,"21,610","20,160","27,880"
Florida,39-9021,Personal Care Aides,detailed,"25,020",0.29,"22,460","21,240","29,700"
Florida,39-9031,Fitness Trainers and Aerobics Instructors,detailed,"13,870",0.92,"38,200","34,940","61,250"
Florida,39-9032,Recreation Workers,detailed,"21,070",1.07,"25,540","22,780","38,090"
Florida,39-9041,Residential Advisors,detailed,"6,150",0.95,"23,160","21,000","31,760"
Florida,39-9099,"Personal Care and Service Workers, All Other",detailed,"7,430",2.33,"25,610","22,640","37,990"
Florida,41-0000,Sales and Related Occupations,major,"1,060,730",1.25,"38,240","25,260","71,740"
Florida,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"88,970",1.27,"45,200","40,850","66,810"
Florida,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"22,610",1.53,"93,130","77,540","163,150"
Florida,41-2011,Cashiers,detailed,"240,010",1.16,"20,540","19,320","25,250"
Florida,41-2012,Gaming Change Persons and Booth Cashiers,detailed,"1,210",0.89,"25,490","22,750","38,210"
Florida,41-2021,Counter and Rental Clerks,detailed,"29,780",1.13,"28,370","25,850","42,340"
Florida,41-2022,Parts Salespersons,detailed,"15,130",1.04,"30,310","27,110","47,960"
Florida,41-2031,Retail Salespersons,detailed,"339,070",1.28,"25,770","21,490","38,970"
Florida,41-3011,Advertising Sales Agents,detailed,"11,160",1.35,"56,110","44,050","101,030"
Florida,41-3021,Insurance Sales Agents,detailed,"30,060",1.33,"70,190","54,620","131,380"
Florida,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"24,860",1.2,"86,530","59,760","180,910"
Florida,41-3041,Travel Agents,detailed,"6,700",1.67,"37,710","32,540","63,270"
Florida,41-3099,"Sales Representatives, Services, All Other",detailed,"73,270",1.31,"56,350","47,790","97,130"
Florida,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"22,110",1.15,"86,040","73,960","153,740"
Florida,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"95,130",1.16,"59,580","48,100","108,830"
Florida,41-9011,Demonstrators and Product Promoters,detailed,"4,900",0.97,"29,350","24,140","48,540"
Florida,41-9012,Models,detailed,90,0.34,"74,850","30,800","201,510"
Florida,41-9021,Real Estate Brokers,detailed,"2,940",1.23,"85,860","53,440","179,480"
Florida,41-9022,Real Estate Sales Agents,detailed,"17,510",1.97,"58,980","39,360","125,260"
Florida,41-9031,Sales Engineers,detailed,"1,980",0.46,"119,320","108,330","184,830"
Florida,41-9041,Telemarketers,detailed,"27,870",2.21,"25,140","23,220","33,810"
Florida,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,280,0.6,"24,160","23,400","29,520"
Florida,41-9099,"Sales and Related Workers, All Other",detailed,"5,070",1.07,"41,830","34,640","70,170"
Florida,43-0000,Office and Administrative Support Occupations,major,"1,442,140",1.12,"34,130","31,040","53,200"
Florida,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"96,140",1.14,"54,590","51,360","80,640"
Florida,43-2011,"Switchboard Operators, Including Answering Service",detailed,"5,940",1.12,"26,560","25,260","36,280"
Florida,43-2021,Telephone Operators,detailed,430,0.83,"29,300","26,130","44,660"
Florida,43-2099,"Communications Equipment Operators, All Other",detailed,240,1.89,"33,400","30,360","47,420"
Florida,43-3011,Bill and Account Collectors,detailed,"20,410",1.17,"34,260","33,490","48,460"
